influencer_id,influencer_name,username,platform,category,country,followers,engagement_rate,avg_likes,avg_comments,avg_shares,avg_saves,reach,impressions,audience_quality_score,brand_name,brand_industry,target_audience,brand_match_score,campaign_type,campaign_duration_days,sponsored_post_count,estimated_campaign_budget,estimated_clicks,estimated_ctr,estimated_conversions,estimated_sales,estimated_revenue,estimated_roi,growth_tier,growth_score,authenticity_score,fake_follower_probability,campaign_success
INF-76C4D103,shraddhakapoor,shraddha ✶,Instagram,Cinema & Actors/actresses,India,76900000.0,0.0111,851700,989100,34144,51215,11535000,13842000,20.0,Amazon Prime,Entertainment,18-45 Mixed,0.66,Product Review,19,1,140100.0,57675,0.005,288,288,4032.0,-0.971,Mega,21.0,57.8,0.064,0
INF-95E79C5C,davidbeckham,david beckham,Instagram,Family,India,76400000.0,0.0065,497300,664600,19864,29796,11460000,13752000,20.0,Colgate,FMCG,25-45 Female,0.951,Reel/Short Video,22,2,95200.0,57300,0.005,493,493,8874.0,-0.907,Mega,16.0,51.7,0.162,0
INF-D4F48D2E,gigihadid,gigi hadid,Instagram,Modeling,United States,76400000.0,0.0098,752100,1100000,29949,44923,11460000,13752000,20.0,Maybelline,Beauty & Cosmetics,18-35 Female,0.85,Sponsored Post,58,6,180200.0,57300,0.005,613,613,21455.0,-0.881,Mega,18.0,50.8,0.176,0
INF-89FCDDDD,Gigi Hadid,gigihadid,Instagram,Modeling,United States,75400000.0,0.0106,795500,1200000,31970,47954,11310000,13572000,20.0,Maybelline,Beauty & Cosmetics,18-35 Female,0.914,Reel/Short Video,58,7,404300.0,56550,0.005,645,645,22575.0,-0.944,Mega,19.1,59.2,0.04,0
INF-E718FE8E,David Beckham,davidbeckham,Instagram,Family,India,75100000.0,0.0048,360500,462300,14419,21629,11265000,13518000,20.0,Colgate,FMCG,25-45 Female,0.663,Story Ad,31,1,132500.0,56325,0.005,332,332,5976.0,-0.955,Mega,14.3,44.5,0.279,0
INF-1E7B26B7,Shraddha ✶,shraddhakapoor,Instagram,Cinema & Actors/actresses,India,74400000.0,0.0148,1100000,1300000,44045,66067,11160000,13392000,20.0,Disney+,Entertainment,18-45 Mixed,0.858,Giveaway,11,1,145200.0,55800,0.005,642,642,8988.0,-0.938,Mega,25.0,59.6,0.034,0
INF-CCC00BF9,nba,nba,Instagram,Sports with a ball,United States,73900000.0,0.0008,59900,97100,2365,3547,11085000,13302000,20.0,Gatorade,Sports & Nutrition,16-35 Male,0.714,Sponsored Post,21,1,491700.0,55425,0.005,277,277,10526.0,-0.979,Mega,10.0,30.0,0.513,0
INF-AEE5B2DA,aliaabhatt,alia bhatt 💛,Instagram,Cinema & Actors/actresses,India,73500000.0,0.0299,2200000,2700000,87906,131859,11025000,13230000,23.1,Disney+,Entertainment,18-45 Mixed,0.668,Sponsored Post,39,1,451300.0,55125,0.005,573,573,8022.0,-0.982,Mega,33.9,63.1,0.021,0
INF-E2AB4A46,Will Smith,willsmith,TikTok,Lifestyle,Unknown,73000000.0,0.007,514600,2200,2000,10220,4700000,6110000,20.0,Amazon,E-commerce,22-40 Mixed,0.707,Brand Ambassador,11,1,157100.0,23500,0.005,141,141,6345.0,-0.96,Mega,14.6,35.3,0.428,0
INF-4D9A52CF,nehakakkar,neha kakkar (mrs. singh),Instagram,Music,India,73000000.0,0.0045,330800,386000,13140,19710,10950000,13140000,20.0,Apple Music,Entertainment & Music,15-35 Mixed,0.909,Live Stream,20,1,320400.0,54750,0.005,301,301,3612.0,-0.989,Mega,15.2,45.4,0.265,0
INF-2D284BC2,Kylian Mbappé,k.mbappe,Instagram,Sports with a ball,France,72600000.0,0.011,797200,1100000,31944,47916,10890000,13068000,20.0,Puma,Sports & Fitness,16-35 Male,0.962,Giveaway,22,1,373900.0,54450,0.005,610,610,39650.0,-0.894,Mega,18.2,55.8,0.095,0
INF-6E7814B4,jennierubyjane,j,Instagram,Music,Indonesia,72300000.0,0.0609,4400000,5200000,176123,264184,10845000,13014000,47.0,Apple Music,Entertainment & Music,15-35 Mixed,0.96,Product Review,14,1,293500.0,168098,0.0155,1832,1832,21984.0,-0.925,Mega,54.5,72.3,0.093,1
INF-6F739EE7,Zach King,zachking,TikTok,Lifestyle,Unknown,72100000.0,0.0065,466400,1600,1500,9373,11500000,14950000,20.0,Samsung,Consumer Electronics,22-40 Mixed,0.689,Brand Ambassador,58,1,196800.0,57500,0.005,288,288,34560.0,-0.824,Mega,15.7,30.5,0.505,0
INF-A714721E,narendramodi,narendra modi,Instagram,Finance & Economics,India,71300000.0,0.0182,1300000,1500000,51906,77860,10695000,12834000,20.0,Amazon,E-commerce,18-45 Mixed,0.721,Brand Ambassador,48,4,346500.0,53475,0.005,364,364,16380.0,-0.953,Mega,23.9,56.1,0.091,0
INF-ACFBF233,Neha Kakkar (Mrs. Singh),nehakakkar,Instagram,Lifestyle,India,70800000.0,0.0037,259100,302500,10478,15718,10620000,12744000,20.0,Samsung,Consumer Electronics,22-40 Mixed,0.722,Brand Ambassador,57,5,213200.0,53100,0.005,297,297,35640.0,-0.833,Mega,15.2,50.6,0.18,0
INF-0FA1C5C0,deepikapadukone,deepika padukone,Instagram,Cinema & Actors/actresses,India,70500000.0,0.0075,527200,688100,21150,31725,10575000,12690000,20.0,Disney+,Entertainment,18-45 Mixed,0.806,Sponsored Post,14,1,320400.0,52875,0.005,481,481,6734.0,-0.979,Mega,16.4,55.0,0.108,0
INF-6D1CC01B,Kimberly Loaiza,kimberly.loaiza,TikTok,Lifestyle,Unknown,70200000.0,0.0126,883300,8800,3900,17690,7700000,10010000,20.0,Amazon,E-commerce,22-40 Mixed,0.882,Giveaway,41,3,212800.0,38500,0.005,312,312,14040.0,-0.934,Mega,21.9,49.8,0.193,0
INF-A8E8B384,Shawn Mendes,shawnmendes,Instagram,Lifestyle,Brazil,70200000.0,0.0171,1200000,1700000,48017,72025,10530000,12636000,20.0,Airbnb,Travel & Hospitality,22-40 Mixed,0.831,Product Review,29,2,231500.0,52650,0.005,374,374,59840.0,-0.742,Mega,24.6,58.6,0.05,0
INF-BCD78397,shawnmendes,shawn mendes,Instagram,Music,Brazil,70000000.0,0.0171,1200000,1800000,47880,71820,10500000,12600000,20.0,Apple Music,Entertainment & Music,15-35 Mixed,0.893,Giveaway,53,1,291500.0,52500,0.005,604,604,7248.0,-0.975,Mega,24.7,58.6,0.051,0
INF-ACCC7D61,aliaabhatt,alia bhatt 🤍☀️,Instagram,Cinema & Actors/actresses,India,70000000.0,0.0095,662300,820100,26600,39900,10500000,12600000,20.0,Disney+,Entertainment,18-45 Mixed,0.914,Product Review,23,2,287500.0,52500,0.005,425,425,5950.0,-0.979,Mega,18.9,53.4,0.134,0
INF-495299E5,J,jennierubyjane,Instagram,Lifestyle,Indonesia,69800000.0,0.053,3700000,4400000,147976,221964,10470000,12564000,41.6,Samsung,Consumer Electronics,22-40 Mixed,0.674,Live Stream,51,5,197900.0,108888,0.0104,1100,1100,132000.0,-0.333,Mega,53.8,74.3,0.033,1
INF-D311A386,Alia Bhatt 🤍☀️,aliaabhatt,Instagram,Cinema & Actors/actresses,India,69700000.0,0.0065,452500,560000,18122,27183,10455000,12546000,20.0,Netflix,Entertainment,18-45 Mixed,0.707,Reel/Short Video,23,1,86200.0,52275,0.005,361,361,5054.0,-0.941,Mega,13.5,46.0,0.254,0
INF-CED50DDE,bts.bighitofficial,bts official,Instagram,Music,Indonesia,69600000.0,0.0417,2900000,3300000,116093,174139,10440000,12528000,35.2,Bose,Consumer Electronics,15-35 Mixed,0.933,Brand Ambassador,26,2,332400.0,81432,0.0078,831,831,99720.0,-0.7,Mega,46.1,70.7,0.033,1
INF-5F89BCC3,Narendra Modi,narendramodi,Instagram,Finance & Economics,India,69300000.0,0.026,1800000,2000000,72072,108108,10395000,12474000,25.4,Amazon,E-commerce,18-45 Mixed,0.598,Giveaway,26,2,498100.0,51975,0.005,509,509,22905.0,-0.954,Mega,31.2,63.3,0.045,0
INF-FEA1C5B3,katrinakaif,katrina kaif,Instagram,Beauty,India,69300000.0,0.0127,882200,1000000,35204,52807,10395000,12474000,20.0,Nykaa,Beauty & Cosmetics,18-30 Female,0.753,Reel/Short Video,43,1,242900.0,51975,0.005,421,421,14735.0,-0.939,Mega,20.8,58.0,0.06,0
INF-34623556,ronaldinho,ronaldo de assis moreira,Instagram,Sports with a ball,Brazil,69100000.0,0.0008,52700,91600,2211,3317,10365000,12438000,20.0,Gatorade,Sports & Nutrition,16-35 Male,0.654,Story Ad,18,1,300500.0,51825,0.005,259,259,9842.0,-0.967,Mega,8.8,30.9,0.499,0
INF-68AE0B41,emmawatson,emma watson,Instagram,Literature & Journalism,United States,68800000.0,0.0041,279000,379600,11283,16925,10320000,12384000,20.0,Pepsi,FMCG,18-45 Mixed,0.616,Product Review,29,3,495400.0,51600,0.005,268,268,4824.0,-0.99,Mega,13.3,45.6,0.261,0
INF-9BC7F369,Deepika Padukone,deepikapadukone,Instagram,Cinema & Actors/actresses,India,68800000.0,0.005,342000,446200,13760,20640,10320000,12384000,20.0,Disney+,Entertainment,18-45 Mixed,0.977,Giveaway,41,1,268300.0,51600,0.005,475,475,6650.0,-0.975,Mega,13.5,46.5,0.247,0
INF-FB193125,Tom Holland,tomholland2013,Instagram,Cinema & Actors/actresses,United States,68000000.0,0.0926,6300000,7700000,251872,377808,10200000,12240000,65.9,Disney+,Entertainment,18-45 Mixed,0.899,Brand Ambassador,9,1,277100.0,233580,0.0229,2756,2756,38584.0,-0.861,Mega,52.1,85.4,0.032,1
INF-344BA3A7,Ronaldo de Assis Moreira,ronaldinho,Instagram,Sports with a ball,Brazil,67800000.0,0.0038,256200,445600,10306,15458,10170000,12204000,20.0,Puma,Sports & Fitness,16-35 Male,0.71,Product Review,55,6,177800.0,50850,0.005,285,285,18525.0,-0.896,Mega,11.9,47.4,0.232,0
INF-E7D6F712,Emma Watson,emmawatson,Instagram,Literature & Journalism,United States,67500000.0,0.0033,224300,306200,8910,13365,10125000,12150000,20.0,Amazon,E-commerce,18-45 Mixed,0.667,Product Review,32,3,287200.0,50625,0.005,349,349,15705.0,-0.945,Mega,11.4,51.6,0.163,0
INF-E87D18AC,BTS official,bts.bighitofficial,Instagram,Lifestyle,Indonesia,67500000.0,0.037,2500000,2700000,99900,149850,10125000,12150000,28.6,Airbnb,Travel & Hospitality,22-40 Mixed,0.73,Reel/Short Video,51,6,352600.0,77962,0.0077,787,787,125920.0,-0.643,Mega,41.4,65.3,0.05,0
INF-AA04B9FB,marvel,marvel entertainment,Instagram,Cinema & Actors/actresses,India,67300000.0,0.0013,86500,102800,3500,5249,10095000,12114000,20.0,Amazon Prime,Entertainment,18-45 Mixed,0.902,Story Ad,10,1,234000.0,50475,0.005,278,278,3892.0,-0.983,Mega,12.2,36.8,0.403,0
INF-F91B7B38,sooyaaa__,jisoo🤍,Instagram,Music,Indonesia,66700000.0,0.0495,3300000,3800000,132066,198099,10005000,12006000,39.6,Bose,Consumer Electronics,15-35 Mixed,0.929,Giveaway,24,1,402800.0,127064,0.0127,1576,1576,189120.0,-0.53,Mega,50.7,74.0,0.023,1
INF-10DBA60D,Katrina Kaif,katrinakaif,Instagram,Beauty,India,66599999.99999999,0.0165,1100000,1200000,43956,65934,9990000,11988000,20.1,Nykaa,Beauty & Cosmetics,18-30 Female,0.95,Reel/Short Video,23,2,437100.0,49950,0.005,460,460,16100.0,-0.963,Mega,26.3,59.2,0.042,0
INF-5875C4E8,Marvel Entertainment,marvel,Instagram,Cinema & Actors/actresses,United States,66400000.00000001,0.0022,148000,175500,5843,8765,9960000,11952000,20.0,Amazon Prime,Entertainment,18-45 Mixed,0.825,Brand Ambassador,34,1,247400.0,49800,0.005,249,249,3486.0,-0.986,Mega,11.2,28.4,0.539,0
INF-A270CE6D,cznburak,cznburak,TikTok,Lifestyle,Unknown,66300000.0,0.0031,205100,1700,681,4111,3200000,4160000,20.0,Samsung,Consumer Electronics,22-40 Mixed,0.709,Live Stream,7,1,160500.0,16000,0.005,82,82,9840.0,-0.939,Mega,11.6,28.5,0.538,0
INF-D5032959,raffinagita1717,raffi ahmad and nagita slavina,Instagram,Shows,Indonesia,66099999.99999999,0.0013,88300,128900,3437,5156,9915000,11898000,20.0,HBO,Entertainment,18-40 Mixed,0.956,Story Ad,30,2,331400.0,49575,0.005,307,307,4298.0,-0.987,Mega,11.0,37.8,0.388,0
INF-7CF2BF66,Justin Timberlake,justintimberlake,Instagram,Cinema & Actors/actresses,United States,66099999.99999999,0.0024,157900,210900,6346,9518,9915000,11898000,20.0,Netflix,Entertainment,18-45 Mixed,0.742,Product Review,44,3,492400.0,49575,0.005,253,253,3542.0,-0.993,Mega,13.1,42.5,0.311,0
INF-84E83504,justintimberlake,justin timberlake,Instagram,Music,United States,65800000.0,0.0024,158700,212100,6317,9475,9870000,11844000,20.0,Apple Music,Entertainment & Music,15-35 Mixed,0.808,Live Stream,47,4,382700.0,49350,0.005,266,266,3192.0,-0.992,Mega,10.0,40.4,0.345,0
INF-C386991D,camila_cabello,camila,Instagram,Music,Brazil,65800000.0,0.005,326100,392600,13160,19740,9870000,11844000,20.0,Bose,Consumer Electronics,15-35 Mixed,0.908,Giveaway,52,1,387600.0,49350,0.005,444,444,53280.0,-0.863,Mega,14.4,48.8,0.209,0
INF-4640AA81,camila,camila_cabello,Instagram,Lifestyle,Brazil,65099999.99999999,0.0108,704300,956700,28123,42185,9765000,11718000,20.0,Amazon,E-commerce,22-40 Mixed,0.833,Live Stream,41,2,493500.0,48825,0.005,449,449,20205.0,-0.959,Mega,20.5,55.8,0.096,0
INF-E49F6A28,psg,paris saint-germain,Instagram,Sports with a ball,Brazil,64400000.00000001,0.0028,180400,322800,7213,10819,9660000,11592000,20.0,Gatorade,Sports & Nutrition,16-35 Male,0.892,Live Stream,46,4,132000.0,48300,0.005,319,319,12122.0,-0.908,Mega,12.3,41.0,0.335,0
INF-1428F590,jacquelinef143,jacqueline fernandez,Instagram,Cinema & Actors/actresses,India,64400000.00000001,0.0073,472100,574900,18805,28207,9660000,11592000,20.0,Amazon Prime,Entertainment,18-45 Mixed,0.907,Live Stream,32,3,275300.0,48300,0.005,469,469,6566.0,-0.976,Mega,17.9,52.1,0.156,0
INF-4A4CCAC7,The Rock,therock,TikTok,Lifestyle,Unknown,64300000.0,0.0097,626000,8000,7800,12474,3600000,4680000,20.0,Samsung,Consumer Electronics,22-40 Mixed,0.786,Sponsored Post,49,4,313300.0,18000,0.005,153,153,18360.0,-0.941,Mega,16.7,51.5,0.166,0
INF-48BA91FB,Raffi Ahmad and Nagita Slavina,raffinagita1717,Instagram,Shows,Indonesia,64000000.0,0.0004,23800,34800,1024,1536,9600000,11520000,20.0,Netflix,Entertainment,18-40 Mixed,0.955,Giveaway,50,2,236500.0,48000,0.005,240,240,3360.0,-0.986,Mega,9.6,28.1,0.545,0
INF-6541F655,JISOO🤍,sooyaaa__,Instagram,Beauty,Indonesia,63800000.0,0.0768,4900000,5600000,195994,293990,9570000,11484000,56.9,L'Oreal,Beauty & Cosmetics,18-30 Female,0.686,Live Stream,42,4,405000.0,126324,0.0132,1213,1213,42455.0,-0.895,Mega,53.3,80.1,0.051,1
INF-31EDF48A,Will Smith,willsmith,Instagram,Cinema & Actors/actresses,United States,63700000.0,0.0251,1600000,1900000,63955,95932,9555000,11466000,25.8,Disney+,Entertainment,18-45 Mixed,0.894,Brand Ambassador,49,3,178500.0,58286,0.0061,530,530,7420.0,-0.958,Mega,31.1,61.1,0.082,0
INF-2FAEC006,akshaykumar,akshay kumar,Instagram,Cinema & Actors/actresses,India,63600000.0,0.0113,721000,856200,28747,43121,9540000,11448000,20.0,Netflix,Entertainment,18-45 Mixed,0.933,Giveaway,7,1,296100.0,47700,0.005,572,572,8008.0,-0.973,Mega,19.7,58.8,0.047,0
INF-AA256632,willsmith,will smith,Instagram,Cinema & Actors/actresses,United States,63500000.0,0.0146,926600,1100000,37084,55626,9525000,11430000,20.0,Netflix,Entertainment,18-45 Mixed,0.782,Story Ad,44,5,362100.0,47625,0.005,357,357,4998.0,-0.986,Mega,23.3,57.4,0.07,0
INF-B4024677,anitta,anitta 🎤,Instagram,Music,Brazil,63500000.0,0.0029,182300,340100,7366,11049,9525000,11430000,20.0,Spotify,Entertainment & Music,15-35 Mixed,0.765,Product Review,48,5,205600.0,47625,0.005,243,243,2916.0,-0.986,Mega,13.5,40.2,0.348,0
INF-278D85C1,karimbenzema,karim benzema,Instagram,Sports with a ball,France,63200000.0,0.0237,1500000,2200000,59914,89870,9480000,11376000,20.9,Gatorade,Sports & Nutrition,16-35 Male,0.741,Story Ad,36,4,158800.0,52140,0.0055,459,459,17442.0,-0.89,Mega,30.4,60.5,0.032,0
INF-FC89A7C6,Anitta 🎤,anitta,Instagram,Lifestyle,Brazil,63200000.0,0.005,316200,590400,12640,18960,9480000,11376000,20.0,Samsung,Consumer Electronics,22-40 Mixed,0.887,Sponsored Post,29,3,499500.0,47400,0.005,365,365,43800.0,-0.912,Mega,15.2,43.7,0.291,0
INF-4F9865DB,roses_are_rosie,rosé,Instagram,Music,Indonesia,63200000.0,0.0522,3300000,3800000,131962,197942,9480000,11376000,40.0,Apple Music,Entertainment & Music,15-35 Mixed,0.695,Brand Ambassador,13,1,499000.0,65412,0.0069,700,700,8400.0,-0.983,Mega,51.8,68.9,0.093,1
INF-FAF3F9AC,Akshay Kumar,akshaykumar,Instagram,Cinema & Actors/actresses,India,63100000.0,0.0036,229800,273000,9086,13630,9465000,11358000,20.0,Amazon Prime,Entertainment,18-45 Mixed,0.846,Sponsored Post,27,1,288700.0,47325,0.005,317,317,4438.0,-0.985,Mega,11.3,44.2,0.283,0
INF-7C698BDC,Jacqueline Fernandez,jacquelinef143,Instagram,Cinema & Actors/actresses,India,63000000.0,0.0088,551400,672100,22176,33264,9450000,11340000,20.0,Disney+,Entertainment,18-45 Mixed,0.771,Sponsored Post,10,1,164800.0,47250,0.005,317,317,4438.0,-0.973,Mega,16.0,52.9,0.143,0
INF-1841947A,maluma,maluma,Instagram,Music,Italy,62900000.0,0.0092,577900,890400,23147,34721,9435000,11322000,20.0,Apple Music,Entertainment & Music,15-35 Mixed,0.859,Sponsored Post,53,3,256600.0,47175,0.005,429,429,5148.0,-0.98,Mega,16.2,51.8,0.161,0
INF-F1BA8187,ROSÉ,roses_are_rosie,Instagram,Lifestyle,Indonesia,62700000.0,0.059,3700000,4300000,147972,221958,9405000,11286000,45.8,Samsung,Consumer Electronics,22-40 Mixed,0.828,Live Stream,58,2,456700.0,128848,0.0137,1688,1688,202560.0,-0.556,Mega,52.5,77.1,0.026,1
INF-9718B8A2,Paris Saint-Germain,psg,Instagram,Sports with a ball,Brazil,62400000.0,0.0017,103200,172200,4243,6365,9360000,11232000,20.0,Puma,Sports & Fitness,16-35 Male,0.95,Product Review,23,2,391800.0,46800,0.005,445,445,28925.0,-0.926,Mega,10.1,38.0,0.384,0
INF-6E479F5B,domelipa,domelipa,TikTok,Lifestyle,Unknown,62000000.0,0.0126,779900,5300,2500,15624,5800000,7540000,20.0,Amazon,E-commerce,22-40 Mixed,0.749,Story Ad,52,2,215400.0,29000,0.005,226,226,10170.0,-0.953,Mega,21.4,49.5,0.197,0
INF-A8108710,anushkasharma,anushkasharma1588,Instagram,Cinema & Actors/actresses,India,61700000.0,0.0292,1800000,2000000,72066,108098,9255000,11106000,25.5,Netflix,Entertainment,18-45 Mixed,0.743,Product Review,10,1,412600.0,60158,0.0065,523,523,7322.0,-0.982,Mega,35.9,61.7,0.071,0
INF-A33F38E5,premierleague,premier league,Instagram,Sports with a ball,United Kingdom,61600000.0,0.0006,38700,59700,1478,2218,9240000,11088000,20.0,Puma,Sports & Fitness,16-35 Male,0.795,Live Stream,32,3,363300.0,46200,0.005,231,231,15015.0,-0.959,Mega,8.1,37.7,0.389,0
INF-2CC08F5C,manchesterunited,manchester united,Instagram,Sports with a ball,United Kingdom,60700000.0,0.0006,35600,60300,1457,2185,9105000,10926000,20.0,Gatorade,Sports & Nutrition,16-35 Male,0.948,Product Review,48,3,316100.0,45525,0.005,451,451,17138.0,-0.946,Mega,9.0,40.9,0.337,0
INF-A5F0B31A,milliebobbybrown,millie bobby brown,Instagram,Cinema & Actors/actresses,Brazil,60500000.0,0.0397,2400000,3000000,96074,144111,9075000,10890000,32.9,Netflix,Entertainment,18-45 Mixed,0.865,Brand Ambassador,57,6,261800.0,84398,0.0093,996,996,13944.0,-0.947,Mega,42.9,66.8,0.068,1
INF-0D508037,MrBeast,mrbeast,TikTok,Lifestyle,Unknown,60300000.0,0.058,3500000,30800,7200,69948,29200000,37960000,44.4,Airbnb,Travel & Hospitality,22-40 Mixed,0.967,Reel/Short Video,12,1,97300.0,391280,0.0134,4421,4421,707360.0,6.27,Mega,52.6,71.7,0.085,1
INF-91BD5650,marcelotwelve,marcelo vieira,Instagram,Sports with a ball,Spain,60300000.0,0.0061,367500,546200,14713,22070,9045000,10854000,20.0,Adidas,Sports & Fitness,16-35 Male,0.8,Product Review,20,1,211300.0,45225,0.005,330,330,21450.0,-0.898,Mega,13.9,48.9,0.207,0
INF-245344BA,urvashirautela,urvashi rautela,Instagram,Cinema & Actors/actresses,India,60300000.0,0.0041,246600,291000,9889,14834,9045000,10854000,20.0,Amazon Prime,Entertainment,18-45 Mixed,0.687,Story Ad,27,2,373200.0,45225,0.005,321,321,4494.0,-0.988,Mega,12.4,51.2,0.17,0
INF-94D185BA,Manchester United,manchesterunited,Instagram,Sports with a ball,United Kingdom,60200000.0,0.0044,265600,425000,10595,15893,9030000,10836000,20.0,Adidas,Sports & Fitness,16-35 Male,0.75,Giveaway,27,1,80700.0,45150,0.005,266,266,17290.0,-0.786,Mega,15.8,50.6,0.18,0
INF-417A05A9,AnushkaSharma1588,anushkasharma,Instagram,Cinema & Actors/actresses,India,59700000.0,0.0201,1200000,1300000,47999,71998,8955000,10746000,20.9,Amazon Prime,Entertainment,18-45 Mixed,0.935,Product Review,7,1,293400.0,52834,0.0059,623,623,8722.0,-0.97,Mega,28.7,60.1,0.039,0
INF-1BF31398,Premier League,premierleague,Instagram,Sports with a ball,United Kingdom,59200000.0,0.0014,83700,121900,3315,4973,8880000,10656000,20.0,Adidas,Sports & Fitness,16-35 Male,0.792,Giveaway,36,4,433300.0,44400,0.005,302,302,19630.0,-0.955,Mega,9.3,38.6,0.375,0
INF-EFF9F2A8,whinderssonnunes,whindersson nunes,Instagram,Humor & Fun & Happiness,Brazil,58800000.0,0.0078,457200,704200,18346,27518,8820000,10584000,20.0,Pepsi,FMCG,18-45 Mixed,0.679,Product Review,38,1,281500.0,44100,0.005,247,247,4446.0,-0.984,Mega,16.6,52.8,0.144,0
INF-AF9F7441,Whindersson Nunes,whinderssonnunes,Instagram,Humor & Fun & Happiness,Brazil,58800000.0,0.0019,111200,171900,4469,6703,8820000,10584000,20.0,Samsung,Consumer Electronics,18-45 Mixed,0.641,Story Ad,46,2,470800.0,44100,0.005,304,304,36480.0,-0.923,Mega,10.0,33.9,0.45,0
INF-C7F9A9E7,Marcelo Vieira,marcelotwelve,Instagram,Sports with a ball,Spain,58500000.0,0.0056,325700,484200,13104,19656,8775000,10530000,20.0,Puma,Sports & Fitness,16-35 Male,0.885,Sponsored Post,17,1,99900.0,43875,0.005,443,443,28795.0,-0.712,Mega,15.8,46.0,0.254,0
INF-39150B35,Millie Bobby Brown,milliebobbybrown,Instagram,Cinema & Actors/actresses,Brazil,58400000.0,0.0531,3100000,4000000,124042,186062,8760000,10512000,38.8,Netflix,Entertainment,18-45 Mixed,0.953,Sponsored Post,7,1,159100.0,101616,0.0116,1179,1179,16506.0,-0.896,Mega,52.5,71.6,0.049,1
INF-B051AA28,9GAG: Go Fun The World,9gag,Instagram,Humor & Fun & Happiness,Indonesia,58300000.0,0.0037,214700,276900,8628,12943,8745000,10494000,20.0,Samsung,Consumer Electronics,18-45 Mixed,0.594,Sponsored Post,44,4,181500.0,43725,0.005,219,219,26280.0,-0.855,Mega,11.5,44.8,0.274,0
INF-19850A4B,433,433,Instagram,Sports with a ball,Spain,58200000.0,0.007,404800,672100,16296,24444,8730000,10476000,20.0,Adidas,Sports & Fitness,16-35 Male,0.93,Giveaway,33,1,438400.0,43650,0.005,515,515,33475.0,-0.924,Mega,17.6,55.5,0.1,0
INF-D8F1F57F,9gag,9gag: go fun the world,Instagram,Humor & Fun & Happiness,Indonesia,58100000.0,0.0025,146200,187000,5810,8715,8715000,10458000,20.0,Pepsi,FMCG,18-45 Mixed,0.615,Story Ad,54,5,439300.0,43575,0.005,218,218,3924.0,-0.991,Mega,10.8,36.0,0.417,0
INF-E0FFCB58,karolg,karol g,Instagram,Music,Mexico,58000000.0,0.0741,4300000,5200000,171912,257868,8700000,10440000,53.5,Spotify,Entertainment & Music,15-35 Mixed,0.8,Product Review,58,5,493600.0,121800,0.014,1669,1669,20028.0,-0.959,Mega,51.9,75.9,0.084,1
INF-5B2297D7,dixie,dixiedamelio,TikTok,Lifestyle,Unknown,57500000.0,0.0062,356600,2100,923,7130,4700000,6110000,20.0,Amazon,E-commerce,22-40 Mixed,0.755,Brand Ambassador,36,4,332300.0,23500,0.005,118,118,5310.0,-0.984,Mega,14.1,40.4,0.345,0
INF-A885AAE9,Karim Benzema,karimbenzema,Instagram,Sports with a ball,France,57100000.0,0.014,798600,1100000,31976,47964,8565000,10278000,20.0,Adidas,Sports & Fitness,16-35 Male,0.755,Product Review,50,1,92500.0,42825,0.005,420,420,27300.0,-0.705,Mega,22.6,59.9,0.029,0
